date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:54:36	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-5c131a926bdc0-gzip%22	https://khushii.org/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/khushi/khushii.org/wp-includes/wlwmanifest.xml	(from https://khushii.org/)
18:54:37	2552/2552	---MCZ	200	added ('OK')	application/json	date:Sun,%2022%20Jan%202023%2013:24:40%20GMT	https://khushii.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkhushii.org%2F	C:/My%20Web%20Sites/khushi/khushii.org/wp-json/oembed/1.0/embed30fa.json	(from https://khushii.org/)
18:54:37	2655/2655	---M-Z	200	added ('OK')	text/xml	date:Sun,%2022%20Jan%202023%2013:24:41%20GMT	https://khushii.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkhushii.org%2F&format=xml	C:/My%20Web%20Sites/khushi/khushii.org/wp-json/oembed/1.0/embed119e	(from https://khushii.org/)
18:54:37	108736/108736	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2022%20Jan%202023%2013:24:41%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/khushi/connect.facebook.net/en_US/fbevents.js	(from https://khushii.org/)
18:54:38	70173/70173	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Jan%202023%2013:24:41%20GMT	https://khushii.org/OneSignalSDKUpdaterWorker.js	C:/My%20Web%20Sites/khushi/khushii.org/OneSignalSDKUpdaterWorker.js	(from https://khushii.org/)
18:54:38	70173/70173	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Jan%202023%2013:24:42%20GMT	https://khushii.org/OneSignalSDKWorker.js	C:/My%20Web%20Sites/khushi/khushii.org/OneSignalSDKWorker.js	(from https://khushii.org/)
18:54:38	168026/168026	---M--	200	added ('OK')	image/png	etag:%222905a-5d91723b39480%22	https://khushii.org/wp-content/uploads/2022/02/ty-bd-donate.png	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/uploads/2022/02/ty-bd-donate.png	(from https://khushii.org/)
18:54:38	88059/88059	---M--	200	added ('OK')	image/png	etag:%22157fb-5d91728e31840%22	https://khushii.org/wp-content/uploads/2022/02/tf-bd-donate.png	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/uploads/2022/02/tf-bd-donate.png	(from https://khushii.org/)
18:54:39	4688/4688	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Jan%202023%2013:24:42%20GMT	https://khushii.org/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/khushi/khushii.org/cdn-cgi/l/email-protection.html	(from https://khushii.org/)
18:54:39	188/188	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Nov%202022%2016:44:54%20GMT	https://khushii.org/wp-content/plugins/onesignal-free-web-push-notifications/sdk_files/	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/plugins/onesignal-free-web-push-notifications/sdk_files/index.html	(from https://khushii.org/)
18:54:39	42687/42687	---M--	200	added ('OK')	image/png	etag:%22a6bf-5b2190850e8c0%22	https://khushii.org/wp-content/uploads/2020/10/main-logo.png	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/uploads/2020/10/main-logo.png	(from https://khushii.org/)
18:54:39	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263c1ea70-4d7%22	https://khushii.org/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/khushi/khushii.org/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://khushii.org/)
18:54:39	245520/245520	---M--	200	added ('OK')	image/jpeg	etag:%223bf10-5bf48e0b40d00%22	https://khushii.org/wp-content/uploads/2021/04/Khushi-2.jpg	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/uploads/2021/04/Khushi-2.jpg	(from https://khushii.org/)
18:54:40	161618/161618	---M--	200	added ('OK')	image/jpeg	etag:%2227752-5c74add5e37c0%22	https://khushii.org/wp-content/themes/khushii/images/helpindiaheal/slide2.jpg	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/themes/khushii/images/helpindiaheal/slide2.jpg	(from https://khushii.org/)
18:54:40	112941/112941	---M--	200	added ('OK')	image/png	etag:%221b92d-5c74add212ec0%22	https://khushii.org/wp-content/themes/khushii/images/helpindiaheal/akaash.png	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/themes/khushii/images/helpindiaheal/akaash.png	(from https://khushii.org/)
18:54:40	152696/152696	---M--	200	added ('OK')	image/jpeg	etag:%2225478-5c74add6d7a00%22	https://khushii.org/wp-content/themes/khushii/images/helpindiaheal/slide333.jpg	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/themes/khushii/images/helpindiaheal/slide333.jpg	(from https://khushii.org/)
18:54:40	91989/91989	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Jan%202023%2013:24:44%20GMT	https://khushii.org/who-we-are/	C:/My%20Web%20Sites/khushi/khushii.org/who-we-are/index.html	(from https://khushii.org/)
18:54:40	114162/114162	---M--	200	added ('OK')	image/png	etag:%221bdf2-5c74add307100%22	https://khushii.org/wp-content/themes/khushii/images/helpindiaheal/rekha.png	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/themes/khushii/images/helpindiaheal/rekha.png	(from https://khushii.org/)
18:54:40	258885/258885	---M--	200	added ('OK')	image/jpeg	etag:%223f345-5c74add8bfe80%22	https://khushii.org/wp-content/themes/khushii/images/helpindiaheal/slide444.jpg	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/themes/khushii/images/helpindiaheal/slide444.jpg	(from https://khushii.org/)
18:54:41	104753/104753	---M--	200	added ('OK')	image/png	etag:%2219931-5c74add307100%22	https://khushii.org/wp-content/themes/khushii/images/helpindiaheal/livelihood1.png	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/themes/khushii/images/helpindiaheal/livelihood1.png	(from https://khushii.org/)
18:54:41	9882/9882	---M--	200	added ('OK')	image/jpeg	etag:%22269a-5b218fdd35cc0%22	https://khushii.org/wp-content/uploads/2020/10/covid-banner.jpg	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/uploads/2020/10/covid-banner.jpg	(from https://khushii.org/)
18:54:41	102040/102040	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Jan%202023%2013:24:45%20GMT	https://khushii.org/who-we-are/leadership/	C:/My%20Web%20Sites/khushi/khushii.org/who-we-are/leadership/index.html	(from https://khushii.org/)
18:54:41	820/820	---M--	200	added ('OK')	image/png	etag:%22334-5b1b1ccfcca80%22	https://khushii.org/wp-content/themes/khushii/images/heart.png	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/themes/khushii/images/heart.png	(from https://khushii.org/)
18:54:41	77335/77335	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Jan%202023%2013:24:45%20GMT	https://khushii.org/who-we-are/leadership-2/	C:/My%20Web%20Sites/khushi/khushii.org/who-we-are/leadership-2/index.html	(from https://khushii.org/)
18:54:42	110262/110262	---M--	200	added ('OK')	image/jpeg	etag:%221aeb6-5b5d927187c00%22	https://khushii.org/wp-content/uploads/2020/12/khushiitree.jpg	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/uploads/2020/12/khushiitree.jpg	(from https://khushii.org/)
18:54:42	81770/81770	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Jan%202023%2013:24:46%20GMT	https://khushii.org/what-we-do/education/	C:/My%20Web%20Sites/khushi/khushii.org/what-we-do/education/index.html	(from https://khushii.org/)
18:54:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2022%20Jan%202023%2013:24:46%20GMT	https://khushii.org/who-we-are	C:/My%20Web%20Sites/khushi/khushii.org/who-we-are	(from https://khushii.org/)
18:54:43	83847/83847	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Jan%202023%2013:24:46%20GMT	https://khushii.org/what-we-do/covid-response/	C:/My%20Web%20Sites/khushi/khushii.org/what-we-do/covid-response/index.html	(from https://khushii.org/)
18:54:43	81485/81485	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Jan%202023%2013:24:46%20GMT	https://khushii.org/what-we-do/education/swatantra-shikshaantra/	C:/My%20Web%20Sites/khushi/khushii.org/what-we-do/education/swatantra-shikshaantra/index.html	(from https://khushii.org/)
18:54:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2022%20Jan%202023%2013:24:46%20GMT	https://khushii.org/what-we-do/wellbeing	C:/My%20Web%20Sites/khushi/khushii.org/what-we-do/wellbeing	(from https://khushii.org/)
18:54:43	89871/89871	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Jan%202023%2013:24:46%20GMT	https://khushii.org/kite-volunteer/	C:/My%20Web%20Sites/khushi/khushii.org/kite-volunteer/index.html	(from https://khushii.org/)
18:54:43	83353/83353	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Jan%202023%2013:24:47%20GMT	https://khushii.org/what-we-do/education/shikshaantra-plus/	C:/My%20Web%20Sites/khushi/khushii.org/what-we-do/education/shikshaantra-plus/index.html	(from https://khushii.org/)
18:54:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2022%20Jan%202023%2013:24:47%20GMT	https://khushii.org/what-we-do/community-empowerment	C:/My%20Web%20Sites/khushi/khushii.org/what-we-do/community-empowerment	(from https://khushii.org/)
18:54:43	79865/79865	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Jan%202023%2013:24:47%20GMT	https://khushii.org/what-we-do/wellbeing/	C:/My%20Web%20Sites/khushi/khushii.org/what-we-do/wellbeing/index.html	(from https://khushii.org/)
18:54:44	79222/79222	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Jan%202023%2013:24:47%20GMT	https://khushii.org/what-we-do/community-empowerment/	C:/My%20Web%20Sites/khushi/khushii.org/what-we-do/community-empowerment/index.html	(from https://khushii.org/)
18:54:44	162475/162475	---M--	200	added ('OK')	image/jpeg	etag:%2227aab-5b8d7e8df9700%22	https://khushii.org/wp-content/uploads/2021/01/Kapil-Dev.jpg	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/uploads/2021/01/Kapil-Dev.jpg	(from https://khushii.org/)
18:54:44	85256/85256	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Jan%202023%2013:24:48%20GMT	https://khushii.org/what-we-do/wellbeing/shiksha-aur-vikas/	C:/My%20Web%20Sites/khushi/khushii.org/what-we-do/wellbeing/shiksha-aur-vikas/index.html	(from https://khushii.org/)
18:54:44	79646/79646	---M--	200	added ('OK')	video/mp4	etag:%221371e-5e3c1d23d9dc0%22	https://khushii.org/wp-content/uploads/2022/07/graph.mp4	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/uploads/2022/07/graph.mp4	(from https://khushii.org/)
18:54:44	1746788/1746788	---M--	200	added ('OK')	video/mpeg	etag:%221aa764-5b342933cc4c0%22	https://khushii.org/wp-content/themes/khushii/audio/khushi-tarana-audio.mpeg	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/themes/khushii/audio/khushi-tarana-audio.mpeg	(from https://khushii.org/)
18:54:44	15209/15209	---M--	200	added ('OK')	image/jpeg	etag:%223b69-5b8d7054d8880%22	https://khushii.org/wp-content/uploads/2021/01/nisha_2.jpg	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/uploads/2021/01/nisha_2.jpg	(from https://khushii.org/)
18:54:44	7586/7586	---M--	200	added ('OK')	image/png	etag:%221da2-5b1b1cd1b4f00%22	https://khushii.org/wp-content/themes/khushii/images/stories-arrows.png	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/themes/khushii/images/stories-arrows.png	(from https://khushii.org/)
18:54:45	16075/16075	---M--	200	added ('OK')	image/jpeg	etag:%223ecb-5b8d7051fc1c0%22	https://khushii.org/wp-content/uploads/2021/01/new_project_6.jpg	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/uploads/2021/01/new_project_6.jpg	(from https://khushii.org/)
18:54:45	80831/80831	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Jan%202023%2013:24:49%20GMT	https://khushii.org/what-we-do/community-empowerment/kala/	C:/My%20Web%20Sites/khushi/khushii.org/what-we-do/community-empowerment/kala/index.html	(from https://khushii.org/)
18:54:45	20324/20324	---M--	200	added ('OK')	image/jpeg	etag:%224f64-5b8d7052f0400%22	https://khushii.org/wp-content/uploads/2021/01/new_project_58.jpg	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/uploads/2021/01/new_project_58.jpg	(from https://khushii.org/)
18:54:45	91337/91337	---M--	200	added ('OK')	image/jpeg	etag:%22164c9-5ec5487c81cc0%22	https://khushii.org/wp-content/uploads/2021/01/Donation-Banner-1.jpg	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/uploads/2021/01/Donation-Banner-1.jpg	(from https://khushii.org/)
18:54:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2022%20Jan%202023%2013:24:49%20GMT	https://khushii.org/wp-content/uploads/2021/01/slidefirst.jpg%20?>	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/uploads/2021/01/slidefirstcedf.jpg	(from https://khushii.org/)
18:54:46	69920/69920	---M--	200	added ('OK')	image/jpeg	etag:%2211120-5b8d70599d3c0%22	https://khushii.org/wp-content/uploads/2021/01/slidefirst.jpg?	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/uploads/2021/01/slidefirstd41d.jpg	(from https://khushii.org/)
18:54:46	91154/91154	---M--	200	added ('OK')	image/jpeg	etag:%2216412-5b8d704872b40%22	https://khushii.org/wp-content/uploads/2021/01/group_2.jpg	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/uploads/2021/01/group_2.jpg	(from https://khushii.org/)
18:54:46	71569/71569	---M--	200	added ('OK')	image/jpeg	etag:%2211791-5b8d7056c0d00%22	https://khushii.org/wp-content/uploads/2021/01/slide_13.jpg	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/uploads/2021/01/slide_13.jpg	(from https://khushii.org/)
18:54:47	88613/88613	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Jan%202023%2013:24:50%20GMT	https://khushii.org/what-we-do/success-stories/	C:/My%20Web%20Sites/khushi/khushii.org/what-we-do/success-stories/index.html	(from https://khushii.org/)
18:54:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2022%20Jan%202023%2013:24:50%20GMT	https://khushii.org/ambassadors	C:/My%20Web%20Sites/khushi/khushii.org/ambassadors	(from https://khushii.org/)
18:54:47	105305/105305	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Jan%202023%2013:24:50%20GMT	https://khushii.org/arts-events/new-event/	C:/My%20Web%20Sites/khushi/khushii.org/arts-events/new-event/index.html	(from https://khushii.org/)
18:54:47	863/863	---M--	200	added ('OK')	image/png	etag:%2235f-5b8c2bf2b3780%22	https://khushii.org/wp-content/themes/khushii/images/logo/oracle.png	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/themes/khushii/images/logo/oracle.png	(from https://khushii.org/)
18:54:47	74862/74862	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Jan%202023%2013:24:51%20GMT	https://khushii.org/arts-events/artworks/	C:/My%20Web%20Sites/khushi/khushii.org/arts-events/artworks/index.html	(from https://khushii.org/)
18:54:47	25902/25902	---M--	200	added ('OK')	image/png	etag:%22652e-5b8c2bf3a79c0%22	https://khushii.org/wp-content/themes/khushii/images/logo/caff.png	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/themes/khushii/images/logo/caff.png	(from https://khushii.org/)
18:54:47	7362/7362	---M--	200	added ('OK')	image/png	etag:%221cc2-5b5e047a746c0%22	https://khushii.org/wp-content/themes/khushii/images/logo/accor.png	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/themes/khushii/images/logo/accor.png	(from https://khushii.org/)
18:54:48	11166/11166	---M--	200	added ('OK')	image/png	etag:%222b9e-5b5e047a746c0%22	https://khushii.org/wp-content/themes/khushii/images/logo/amway-1.png	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/themes/khushii/images/logo/amway-1.png	(from https://khushii.org/)
18:54:48	21305/21305	---M--	200	added ('OK')	image/png	etag:%225339-5b5e047a746c0%22	https://khushii.org/wp-content/themes/khushii/images/logo/aswatha.png	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/themes/khushii/images/logo/aswatha.png	(from https://khushii.org/)
18:54:48	7913/7913	---M--	200	added ('OK')	image/png	etag:%221ee9-5b5e047a746c0%22	https://khushii.org/wp-content/themes/khushii/images/logo/bajaj.png	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/themes/khushii/images/logo/bajaj.png	(from https://khushii.org/)
18:54:48	12638/12638	---M--	200	added ('OK')	image/png	etag:%22315e-5b5e047a746c0%22	https://khushii.org/wp-content/themes/khushii/images/logo/biba-1.png	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/themes/khushii/images/logo/biba-1.png	(from https://khushii.org/)
18:54:48	120180/120180	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Jan%202023%2013:24:52%20GMT	https://khushii.org/home/	C:/My%20Web%20Sites/khushi/khushii.org/home/index.html	(from https://khushii.org/)
18:54:49	6739/6739	---M--	200	added ('OK')	image/png	etag:%221a53-5b5e047b68900%22	https://khushii.org/wp-content/themes/khushii/images/logo/deloitte-1.png	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/themes/khushii/images/logo/deloitte-1.png	(from https://khushii.org/)
18:54:49	17964/17964	---M--	200	added ('OK')	image/png	etag:%22462c-5b5e047b68900%22	https://khushii.org/wp-content/themes/khushii/images/logo/everest.png	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/themes/khushii/images/logo/everest.png	(from https://khushii.org/)
18:54:49	75782/75782	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Jan%202023%2013:24:53%20GMT	https://khushii.org/resources/annual-reports/	C:/My%20Web%20Sites/khushi/khushii.org/resources/annual-reports/index.html	(from https://khushii.org/)
18:54:49	20204/20204	---M--	200	added ('OK')	image/png	etag:%224eec-5b5e047b68900%22	https://khushii.org/wp-content/themes/khushii/images/logo/ford.png	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/themes/khushii/images/logo/ford.png	(from https://khushii.org/)
18:54:49	25607/25607	---M--	200	added ('OK')	image/png	etag:%226407-5b5e047b68900%22	https://khushii.org/wp-content/themes/khushii/images/logo/golden.png	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/themes/khushii/images/logo/golden.png	(from https://khushii.org/)
18:54:49	20131/20131	---M--	200	added ('OK')	image/png	etag:%224ea3-5b5e047b68900%22	https://khushii.org/wp-content/themes/khushii/images/logo/igl.png	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/themes/khushii/images/logo/igl.png	(from https://khushii.org/)
18:54:50	16627/16627	---M--	200	added ('OK')	image/png	etag:%2240f3-5b5e047b68900%22	https://khushii.org/wp-content/themes/khushii/images/logo/jamanalal.png	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/themes/khushii/images/logo/jamanalal.png	(from https://khushii.org/)
18:54:50	19466/19466	---M--	200	added ('OK')	image/png	etag:%224c0a-5b5e047b68900%22	https://khushii.org/wp-content/themes/khushii/images/logo/mvs.png	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/themes/khushii/images/logo/mvs.png	(from https://khushii.org/)
18:54:50	84428/84428	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Jan%202023%2013:24:54%20GMT	https://khushii.org/resources/annual-reports/fcra-reports/	C:/My%20Web%20Sites/khushi/khushii.org/resources/annual-reports/fcra-reports/index.html	(from https://khushii.org/)
18:54:50	9747/9747	---M--	200	added ('OK')	image/png	etag:%222613-5b5e047c5cb40%22	https://khushii.org/wp-content/themes/khushii/images/logo/newgen.png	C:/My%20Web%20Sites/khushi/khushii.org/wp-content/themes/khushii/images/logo/newgen.png	(from https://khushii.org/)
